Algorithm,2,10,50,250,1250
Randint_Gnome,7674.55,13259.7,14441.3,14566.8,14636.4
Randint_Buble,23841.4,26577.6,27019.4,27245.3,27127.4
Randint_Insert,2771.21,5006.58,5465.1,5497.89,5552.74
Randint_Selection,9023.42,9043.45,9062.84,9038.9,9073.55
