500,1000,1500,2000,2500,3000,3500,4000,4500,5000,5500,6000,6500,7000,7500,8000,8500,9000,9500,10000,10500,11000,11500,12000,12500,13000,13500,14000,14500,15000,15500,16000,16500,17000,17500,18000,18500,19000,19500,20000,20500,21000,21500,22000,22500,23000,23500,24000,24500,25000,25500,26000,26500,27000,27500,28000,28500,29000,29500,30000,30500,31000,31500,32000,32500,33000,33500,34000,34500,35000,35500,36000,36500,37000,37500,38000,38500,39000,39500,40000,40500,41000,41500,42000,42500,43000,43500,44000,44500,45000,45500,46000,46500,47000,47500,48000,48500,49000,49500,50000
0.353,1.5,3.235,5.385,8.404,11.955,16.726,22.461,26.795,33.5,39.285,47.038,54.929,63.559,72.795,82.914,94.059,110.274,116.907,129.447,142.804,155.625,170.973,186.943,201.628,218.268,236.695,250.432,270.844,291.176,308.109,331.508,349.803,373.567,392.759,418.315,442.152,464.833,488.88,517.076,542.705,568.773,597.875,625.044,652.371,683.358,712.665,742.481,778.242,805.415,835.999,870.286,904.262,936.514,975.794,1008.24,1044.61,1083.96,1122.17,1159.92,1199.73,1239.38,1278.27,1319.2,1356.32,1399.68,1439.67,1487.6,1526.45,1574.28,1613.33,1664.19,1713.3,1761.55,1807.67,1854.81,1903.23,1981.82,1997.97,2054.7,2104.42,2162.47,2212.61,2265.71,2310.04,2372.14,2425.68,2492.52,2544.38,2595.29,2659.5,2719.59,2778.64,2824.53,2891.1,2954.39,3017.76,3085.25,3141.56,3210.39
0.391,1.532,3.397,6.022,8.329,13.108,17.107,24.367,27.699,33.155,39.561,47.853,55.349,63.87,73.31,82.82,93.346,108.006,116.935,129.509,142.927,155.669,171.288,186.363,202.18,217.057,233.878,253.038,270.328,288.843,309.701,328.317,350.123,369.973,394.049,414.976,443.046,464.987,486.418,512.223,538.558,568.014,592.374,620.58,656.409,679.001,711.854,742.305,772.922,803.877,832.732,867.842,899.098,930.721,971.244,1004.99,1048.28,1074.24,1117.5,1151.14,1194.56,1238.1,1272.06,1311.74,1358.3,1395.86,1440.24,1481.75,1525.49,1571.27,1615.44,1665.85,1707.41,1753.09,1804.4,1850.02,1908.31,1948.82,1999.18,2053.1,2102.18,2189.72,2213.25,2271.9,2317.57,2374.28,2428.19,2484.95,2540.48,2599.96,2664.67,2718.82,2787.04,2826.69,2900.24,2955.36,3018.34,3090.22,3175.99,3212.18
0.386,1.627,3.025,5.682,9.23,13.624,17.363,21.194,26.949,33.444,40.19,47.229,55.334,63.374,72.665,83.468,94.101,105.167,116.543,129.639,142.846,156.791,170.716,185.978,201.498,218.636,234.622,252.817,271.201,290.37,310.976,331.778,353.306,375.216,394.962,418.074,441.236,465.507,489.687,517.149,542.774,570.759,596.26,625.024,650.268,679.935,713.002,741.997,769.286,801.236,867.969,869.144,906.306,941.593,975.683,1011.06,1047.05,1082.76,1122.53,1159.92,1203.65,1235.61,1280.2,1323.05,1362.35,1398.36,1446.93,1491.9,1529.83,1581.32,1625.96,1668.41,1715.37,1765.06,1811.15,1855.3,1910.89,1961.71,2013.91,2058.54,2111.6,2195.36,2271.67,2330.53,2366.08,2414.38,2692.62,2825.9,2603.83,2641.52,2958.25,2906.75,2806.72,3192.9,3075.13,3046.1,3156.71,3260.31,3262.47,3270.84
0.354,1.52,3.064,5.778,8.543,12.076,16.229,21.104,26.456,33.178,40.345,47.096,58.522,65.102,74.545,83.613,92.874,103.969,117.552,130.41,143.711,157.165,170.355,185.433,201.671,218.404,236.901,253.438,269.351,312.378,333.796,365.838,384.114,397.72,421.881,444.273,452.058,478.879,500.76,518.391,538.936,562.059,594.178,619.381,650.034,681,706.669,768.16,770.301,807.569,838.355,869.933,901.537,935.543,969.215,1010.93,1044.55,1091.98,1239.27,1189.96,1194.52,1233.91,1272.85,1312.81,1349.69,1399.24,1439.32,1516.84,1527.61,1572.33,1611.55,1661.55,1711.75,1754.68,1803.4,1850.08,1905.82,1946.76,1992.22,2057.82,2105.6,2157.19,2212.65,2261.1,2310.95,2375.05,2454.35,2486.41,2542.49,2592.64,2662.71,2718.65,2780.87,2834.73,2892.75,2961.62,3016.07,3084.57,3142.81,3207.09
0.354,1.566,3.02,5.394,8.289,11.895,16.052,21.031,27.358,32.569,39.082,46.557,56.507,63.671,73.163,82.809,93.808,104.735,116.417,128.788,141.279,156.34,171.456,184.31,202.304,215.961,234.447,252.661,271.125,289.17,307.36,327.534,373.271,370.429,394.124,416.995,441.504,461.283,490.561,512.788,541.762,564.753,598.817,625.536,646.696,680.653,712.316,742.311,767.712,800.885,842.473,925.073,899.049,935.16,966.998,1002.05,1043.99,1080.1,1112.74,1150.93,1199.08,1229.11,1278.88,1317.04,1354.18,1400.31,1436.3,1484.39,1529.55,1583.64,1618.13,1662.42,1706.63,1762.25,1809.3,1849.52,1904.05,1948.35,2005.64,2050.79,2102.42,2158.17,2216.34,2257.99,2321.07,2376.92,2429.65,2484.21,2571.44,2601.91,2653.65,2727.19,2769.09,2834.78,2895.69,2951.89,3030.3,3103.76,3144.35,3202.86
0.362,1.489,3.088,5.527,8.424,11.853,16.062,21.028,26.927,33.11,39.248,46.44,55.901,63.586,73.124,83.482,95.015,105.907,116.933,130.776,143.479,159.929,171.765,186.231,200.902,216.359,236.073,250.804,271.789,287.74,311.633,329.302,351.245,371.779,393.326,417.513,437.277,466.92,491.107,510.949,537.936,567.18,592.682,633.553,646.282,677.744,711.609,740.965,768.434,799.694,836.572,871.678,901.518,937.525,977.681,1007.56,1040.96,1077.73,1117.89,1158.63,1188.72,1238.82,1274.8,1313.82,1356.6,1391.43,1441.88,1491.02,1527.27,1578.06,1620.5,1661.36,1712.89,1789.07,1799.01,1855.65,2016.77,1954.4,2007.71,2064.59,2100.69,2151.91,2208.45,2265.96,2318.18,2371.77,2422.69,2589.51,2560.86,2600.8,2654.64,2713.72,2804.4,2830.24,2893.14,2953.42,3011.11,3080.55,3174.37,3221.52
0.356,1.549,3.256,5.424,8.406,12.136,16.226,21.154,26.428,32.16,39.246,47.286,56.37,63.963,73.339,83.471,93.92,106.001,118.972,130.879,143.916,155.332,169.303,186.141,201.739,217.993,236.395,251.204,272.246,290.01,309.637,330.734,350.995,369.775,395.047,418.867,441.624,466.489,489.864,513.229,541.874,569.807,595.335,626.905,652.634,683.861,712.686,743.991,769.262,801.843,833.709,868.223,904.719,934.544,966.537,1008.5,1040.42,1073.49,1114.05,1157.94,1194.65,1231.99,1273.39,1310.8,1359.25,1395.86,1438.25,1483.31,1520.91,1571.58,1667.23,1662.63,1709.55,1755.4,1806.58,1853.57,1906.94,1949.47,2001.35,2045.84,2106.14,2160.78,2214.76,2265.27,2317.7,2368.35,2428.9,2485.07,2539.77,2603.77,2652.7,2715.99,2766.63,2837.68,2888.79,2960,3044.97,3077.26,3144.85,3210.7
0.393,1.547,3.32,5.771,8.489,12.713,16.953,21.177,26.599,32.518,39.621,46.742,55.121,64.494,73.112,83.517,96.311,105.665,116.954,131.446,143.515,157.138,171.684,188.134,205.921,233.947,239.853,254.677,271.433,293.277,309.321,327.516,352.477,374.43,395.733,416.894,440.692,463.216,488.114,515.867,541.366,569.066,592.793,621.158,648.011,679.642,709.542,745.105,770.862,803.669,835.051,871.921,902.278,934.339,967.852,1009.35,1049.91,1077.62,1113.83,1159.74,1194.4,1233.31,1278.96,1317.92,1358.61,1396.66,1442.39,1486.55,1524.48,1573.95,1617.57,1704.89,1719.88,1764.92,1800.72,1880.8,1912.2,1953.6,2006.67,2057.19,2106.38,2166.7,2215.73,2264.14,2314.02,2378.46,2428.08,2486.48,2550.15,2601.69,2661.25,2713.91,2778.09,2847.53,2908.57,2964.41,3013.96,3104.29,3147.08,3201.01
0.389,1.564,3.013,5.295,8.409,12.208,16.683,21.881,26.64,33.482,39.223,46.771,57.983,64.941,73.784,82.743,93.279,104.8,115.333,128.232,141.755,155.846,170.051,186.365,201.169,216.829,233.898,250.637,269.188,290.712,310.536,327.588,348.342,372.675,393.28,416.971,440.016,465.935,489.947,515.516,539.119,566.784,592.993,621.748,651.567,674.937,711.118,737.284,770.372,804.674,834.21,872.666,905.254,936.398,969.885,1004.69,1038.58,1080.42,1142.38,1155.83,1189.96,1233.73,1273.64,1314.48,1359.28,1396.42,1444.8,1486.71,1518.86,1571.88,1614.85,1660.25,1707.05,1761.89,1810.72,1848.3,1902,1943.44,2000.66,2048.95,2110.35,2158.43,2215.22,2265.11,2316.69,2368.04,2425.13,2478.8,2541.95,2596.4,2659.03,2757.41,2813.19,2835.79,2899.62,2958.63,3018.85,3087.68,3156.14,3211.85
