2,10,50,250,1250
2821.18,5254.25,5485.84,5574.77,5521.21
2771.21,5006.58,5465.1,5497.89,5552.74
2771.21,5906.58,5365.1,5597.89,5552.74
2821.18,5254.28,5487.84,5574.77,5521.21
2541.18,5754.75,5485.84,5574.77,5521.21
