2,10,50,250,1250
23231,25520.6,25698,25806.5,25741.4
23841.4,26577.6,27019.4,27245.3,27127.4
23841.48,26577.6,27019.4,27245.3,25741
23231,26577.6,25698.4,27245.3,27127.4
23841.4,26577.6,27019.4,27245.3,25741.4
