500,1000,1500,2000,2500,3000,3500,4000,4500,5000,5500,6000,6500,7000,7500,8000,8500,9000,9500,10000,10500,11000,11500,12000,12500,13000,13500,14000,14500,15000,15500,16000,16500,17000,17500,18000,18500,19000,19500,20000,20500,21000,21500,22000,22500,23000,23500,24000,24500,25000,25500,26000,26500,27000,27500,28000,28500,29000,29500,30000,30500,31000,31500,32000,32500,33000,33500,34000,34500,35000,35500,36000,36500,37000,37500,38000,38500,39000,39500,40000,40500,41000,41500,42000,42500,43000,43500,44000,44500,45000,45500,46000,46500,47000,47500,48000,48500,49000,49500,50000
0.182,0.657,1.747,2.772,4.065,6.141,8.471,10.684,13.032,16.858,20.816,24.002,27.46,31.347,36.152,47.028,46.679,55.33,58.58,65.005,71.988,78.897,87.241,93.153,103.752,110.975,118.187,126.407,135.99,146.375,156.076,166.02,179.871,184.23,195.115,208.728,221.868,237.237,244.194,257.051,273.855,285.874,296.754,317.295,334.242,339.495,355.226,375.242,387.95,407.011,427.022,439.521,460.7,465.225,487.54,504.678,529.636,541.193,559.366,580.137,604.835,615.382,644.163,661.107,690.187,708,734.215,745.914,804.739,804.08,824.821,877.843,882.354,904.086,933.931,946.022,983.927,996.571,1021.1,1054.88,1059.58,1110.43,1132.45,1154.74,1187.11,1194.08,1213.96,1243.43,1269.23,1300.68,1347.36,1390.36,1412.28,1445.48,1473.13,1499.2,1536.19,1568.07,1596.9,1637.24
0.184,0.655,1.612,3.145,4.354,6.136,8.788,10.501,13.139,16.259,19.497,26.396,27.614,31.232,35.858,42.048,50.848,52.338,57.726,65.042,71.513,79.528,90.512,92.651,98.622,109.553,118.176,126.622,137.828,145.709,156.942,164.449,175.647,186.145,196.853,210.433,248.269,230.99,248.681,257.041,272.097,286.371,299.299,312.72,326.425,339.562,356.611,370.625,392.387,405.427,415.766,435.03,455.972,465.001,483.542,503.035,526.724,551.084,559.726,574.409,605.147,620.044,641.634,661.039,688.636,700.354,720.521,739.667,763.186,786.327,808.736,836.574,859.444,878.119,899.047,933.28,960.599,982.496,1013.66,1030.25,1050.2,1091,1108.63,1132.77,1161.09,1186.89,1206.7,1245.6,1271.76,1306.56,1346.11,1348.31,1382.6,1423.39,1454.51,1473.89,1515.77,1543.05,1570.53,1608.8
0.246,0.689,1.702,2.891,4.46,7.859,8.695,10.488,13.018,16.396,20.236,24.344,27.667,31.224,36.781,41.97,46.902,53.049,58.83,65.226,72.982,78.775,87.644,95.414,104.276,111.086,118.003,127.707,134.775,145.026,156.612,165.02,175.448,186.518,195.902,209.644,220.478,232.312,243.771,255.203,271.431,285.944,295.516,313.67,327.641,338.351,356.126,370.732,389.139,405.013,420.208,436.727,457.095,469.255,489.21,503.012,525.87,539.379,562.204,579.972,604.133,620.487,647.957,661.863,685.039,702.904,724.926,745.758,769.821,789.606,814.643,837.318,860.342,880.742,908.859,935.318,957.326,981.399,1002.05,1030.57,1049.42,1092.94,1143.01,1128.86,1159.88,1186.62,1207.47,1241.95,1274.28,1303.98,1343.16,1358.33,1390.51,1416.81,1448.89,1481.58,1511.36,1546.91,1580.48,1607.09
0.182,0.942,1.583,2.991,4.42,6.253,8.444,10.624,13.109,16.306,19.446,24.315,27.941,32.598,37.116,41.937,46.594,51.451,57.369,64.149,71.836,78.247,86.419,92.289,99.275,109.827,117.753,126.516,136.013,146.709,154.752,167.314,177.773,186.22,196.136,209.702,218.224,232.46,244.84,254.588,272.065,292.846,297.932,311.829,326.914,339.126,351.836,374.848,388.411,403.585,420.426,434.874,457.002,467.625,486.236,500.374,524.627,539.121,556.681,578.295,596.596,617.15,636.927,657.486,679.733,697.831,720.008,744.102,764.797,786.286,813.907,834.131,856.768,876.227,909.934,932.132,957.698,974.951,1004.26,1029.29,1051.13,1089.1,1113.5,1134.17,1158.74,1178.28,1240.13,1238.41,1271.48,1312.51,1334.38,1352.19,1392.72,1422.53,1455.64,1472.09,1510.67,1544.88,1570.35,1603.22
0.182,0.717,1.783,2.692,4.092,6.935,8.375,10.48,13.136,16.572,19.767,24.175,27.697,31.744,38.778,43.768,46.889,52.424,58.502,64.82,71.488,78.339,86.264,93.372,100.715,111.861,117.735,125.292,135.613,146.852,154.052,165.076,177.859,186.379,196.216,210.415,221.352,233.257,245.674,256.841,273.547,286.28,294.774,312.371,328.986,339.601,356.254,374.232,418.984,403.961,417.473,434.962,457.373,463.84,489.368,504.845,529.735,545.107,556.978,578.29,600.74,613.896,636.888,659.185,686.996,698.409,727.558,739.489,762.702,785.829,809.951,834.431,854.244,877.869,900.405,933.115,956.845,977.465,997.27,1025.28,1058.57,1086.89,1116.91,1137.83,1163.01,1181.44,1209.07,1240.04,1276.42,1302.79,1334.36,1355.64,1393.11,1423.58,1454.13,1473.33,1507.87,1536.54,1563.2,1614.6
0.238,0.797,1.586,2.718,4.065,6.012,8.756,10.582,13.159,18.671,25.486,24.064,28.131,34.08,37.613,42.222,49.158,56.517,58.125,65.68,74.366,78.352,85.935,95.812,100.941,112.135,119.185,127.385,136.308,147.772,155.122,165.867,176.968,186.285,195.69,209.588,219.89,233.089,244.551,258.679,271.576,285.015,297.531,313.319,326.985,340.733,354.914,367.259,389.676,407.738,420.799,436.748,456.244,469.636,488.239,502.806,528.591,543.161,560.554,581.175,602.744,623.76,643.225,661.006,681.841,699.753,719.614,738.82,763.913,784.66,806.818,833.753,859.543,879.079,906.54,926.039,960.055,979.753,997.182,1033.48,1052.14,1087.29,1110.41,1138.74,1165.46,1184.84,1210.19,1241.53,1271.99,1303.47,1337.51,1355.46,1383.9,1422.54,1454.86,1475.68,1543.11,1545.74,1577.18,1607.22
0.182,0.842,1.622,3.075,5.35,8.378,8.503,10.67,13.041,16.548,19.736,23.944,27.502,31.252,36.318,41.268,46.139,52.448,57.47,63.761,71.501,77.622,86.922,94.985,100.035,109.604,117.649,125.339,136.021,146.922,156.39,165.818,174.126,186.754,194.539,208.693,221.058,231.667,245.079,255.515,275.127,283.905,297.327,312.584,323.603,338.47,352.46,368.888,389.435,401.75,418.976,436.407,452.883,465.452,482.998,501.411,526.103,540.679,554.09,578.914,605.675,615.348,637.297,654.518,683.283,700.659,721.194,738.949,766.375,788.792,807.876,833.121,853.114,877.771,908.587,932.196,957.255,978.517,996.615,1030.11,1049.07,1087.4,1116.28,1136.34,1157.7,1188.27,1208.09,1240.53,1290.68,1300.34,1333.59,1384.46,1392.07,1424.58,1458.23,1475.32,1515.67,1612.28,1574.49,1604.33
0.183,0.754,1.933,2.732,4.198,6.157,8.281,10.553,13.092,16.529,19.579,23.725,27.567,31.61,36.753,45.834,46.743,52.001,58.115,63.936,70.219,77.646,85.996,94.461,100.789,111.374,116.565,133.566,139.428,147.711,157.186,164.975,175.214,185.897,193.892,208.231,217.692,229.374,245.63,257.815,271.529,283.289,296.682,311.643,324.868,339.041,353.55,367.753,389.348,403.303,419.066,433.33,453.691,499.049,485.741,500.868,526.686,541.182,559.756,576.945,596.885,620.602,642.937,656.542,680.729,703.574,723.791,742.123,759.669,789.835,810.44,835.033,857.373,878.835,901.443,930.596,958.159,983.601,1002.48,1037.58,1053.82,1089.64,1122.85,1140.5,1161.24,1235.65,1208.06,1243.01,1271.02,1302.35,1341.08,1356.25,1389.21,1426.81,1455.81,1479.97,1514.41,1552.16,1571.63,1617.2
0.196,0.942,1.551,3.491,5.42,8.076,8.086,10.494,13.172,16.753,19.464,23.812,27.693,31.244,36.549,41.736,46.942,51.315,57.478,63.874,71.076,79.037,86.306,94.278,100.131,110.258,117.885,126.861,136.43,146.878,153.889,164.398,175.845,186.05,195.809,207.593,220.733,235.448,244.612,258.098,272.521,285.03,298.361,320.445,328.125,340.427,356.451,373.364,391.352,403.736,417.761,433.814,458.13,472.03,487.155,500.788,529.105,550.613,561.215,582.165,598.859,614.592,638.653,657.922,682.785,703.154,727.564,742.864,764.888,789.748,809.047,834.721,852.416,877.925,900.821,928.894,954.641,973.743,999.785,1032.67,1055.7,1087.91,1117.64,1133.33,1155.76,1181.79,1210.93,1244.18,1271.1,1302.51,1335.12,1351.98,1380.8,1418.99,1451.36,1476.79,1549.84,1545.52,1574.37,1607.21
0.227,0.753,1.786,2.698,4.728,6.079,8.164,10.544,13.014,16.38,20.023,24.412,27.926,32.089,36.598,45.507,47.04,53.145,58.504,64.523,71.851,78.073,86.991,93.512,100.491,110.096,116.729,126.852,136.099,147.353,153.697,165.907,175.086,186.496,195.722,210.752,224.567,230.196,242.158,257.291,269.429,286.873,294.352,342.51,334.523,341.681,354.538,372.507,389.473,402.772,419.159,436.258,457.514,468.203,482.924,503.398,522.979,540.245,554.788,581.189,599.081,615.155,642.081,654.168,680.573,704.784,723.422,739.574,763.383,787.908,809.341,836.768,856.669,875.475,903.154,934.071,956.44,973.311,1013.98,1042.22,1054.67,1089.15,1117.22,1135.2,1166.17,1181.51,1209.82,1245.36,1270.63,1301.57,1330.22,1356.64,1389.95,1456.48,1449.96,1471.09,1512.32,1545.18,1573.43,1611.22
