2,10,50,250,1250
7434.89,13705.8,14420.2,15811.9,16358.3
7674.55,13259.7,14441.3,14566.8,14636.4
7674.55,13259.7,14441.3,14441.8,14636.4
7434.89,13705.8,14441.2,14636.9,16358.3
7434.89,13259.8,14420.2,15811.9,16358.3
